Instance,vCPU(s),RAM,Temporary storage,Pay as you go with AHB,1 year reserved with AHB,3 year reserved with AHB,Spot with AHB,Add to estimate,Premium SSD Storage,Clock,Burst,Purpose,Single Customer,Constrained CPU,NVMe Disk,GPU,GPU Model,NVIDIA GRID Supported
D2a v4,2,8 GiB,50 GiB,$0.096/hour,$0.0572/hour,$0.0369/hour,$0.0361/hour,,No,2.35,3.35,General,,,,,,
D4a v4,4,16 GiB,100 GiB,$0.192/hour,$0.1144/hour,$0.0737/hour,$0.0722/hour,,No,2.35,3.35,General,,,,,,
D8a v4,8,32 GiB,200 GiB,$0.384/hour,$0.2288/hour,$0.1474/hour,$0.1444/hour,,No,2.35,3.35,General,,,,,,
,,,,,~40% savings,~62% savings,~62% savings,,No,2.35,3.35,General,,,,,,
D16a v4,16,64 GiB,400 GiB,$0.768/hour,$0.4576/hour,$0.2947/hour,$0.2888/hour,,No,2.35,3.35,General,,,,,,
D32a v4,32,128 GiB,800 GiB,$1.536/hour,$0.9151/hour,$0.5894/hour,$0.5776/hour,,No,2.35,3.35,General,,,,,,
D48a v4,48,192 GiB,"1,200 GiB",$2.304/hour,$1.3726/hour,$0.8841/hour,$0.8664/hour,,No,2.35,3.35,General,,,,,,
D64a v4,64,256 GiB,"1,600 GiB",$3.072/hour,$1.8302/hour,$1.1787/hour,$1.1551/hour,,No,2.35,3.35,General,,,,,,
D96a v4,96,384 GiB,"2,400 GiB",$4.608/hour,$2.7453/hour,$1.7681/hour,$1.7327/hour,,No,2.35,3.35,General,,,,,,
D2as v4,2,8 GiB,16 GiB,$0.096/hour,$0.0572/hour,$0.0369/hour,$0.0361/hour,,Yes,2.35,3.35,General,,,,,,
D4as v4,4,16 GiB,32 GiB,$0.192/hour,$0.1144/hour,$0.0737/hour,$0.0722/hour,,Yes,2.35,3.35,General,,,,,,
D8as v4,8,32 GiB,64 GiB,$0.384/hour,$0.2288/hour,$0.1474/hour,$0.1444/hour,,Yes,2.35,3.35,General,,,,,,
D16as v4,16,64 GiB,128 GiB,$0.768/hour,$0.4576/hour,$0.2947/hour,$0.2888/hour,,Yes,2.35,3.35,General,,,,,,
D32as v4,32,128 GiB,256 GiB,$1.536/hour,$0.9151/hour,$0.5894/hour,$0.5776/hour,,Yes,2.35,3.35,General,,,,,,
D48as v4,48,192 GiB,384 GiB,$2.304/hour,$1.3726/hour,$0.8841/hour,$0.8664/hour,,Yes,2.35,3.35,General,,,,,,
D64as v4,64,256 GiB,512 GiB,$3.072/hour,$1.8302/hour,$1.1787/hour,$1.1551/hour,,Yes,2.35,3.35,General,,,,,,
D96as v4,96,384 GiB,768 GiB,$4.608/hour,$2.7453/hour,$1.7681/hour,$1.7327/hour,,Yes,2.35,3.35,General,,,,,,
B1S,1,1 GiB,4 GiB,$0.0104/hour,$0.0061/hour,$0.0040/hour,– –Blank,,No,,2.4,General,,,,,,
B1MS,1,2 GiB,4 GiB,$0.0207/hour,$0.0123/hour,$0.0079/hour,– –Blank,,No,,2.4,General,,,,,,
B2S,2,4 GiB,8 GiB,$0.0416/hour,$0.0244/hour,$0.0157/hour,– –Blank,,No,,2.4,General,,,,,,
B2MS,2,8 GiB,16 GiB,$0.0832/hour,$0.0488/hour,$0.0314/hour,– –Blank,,No,,2.4,General,,,,,,
B4MS,4,16 GiB,32 GiB,$0.166/hour,$0.0974/hour,$0.0627/hour,– –Blank,,No,,2.4,General,,,,,,
B8MS,8,32 GiB,64 GiB,$0.333/hour,$0.1948/hour,$0.1253/hour,– –Blank,,No,,2.4,General,,,,,,
B12MS,12,48 GiB,96 GiB,$0.499/hour,$0.2922/hour,$0.1880/hour,– –Blank,,No,,2.4,General,,,,,,
B16MS,16,64 GiB,128 GiB,$0.666/hour,$0.3895/hour,$0.2507/hour,– –Blank,,No,,2.4,General,,,,,,
B20MS,20,80 GiB,160 GiB,$0.832/hour,$0.4869/hour,$0.3133/hour,– –,,No,,2.4,General,,,,,,
A1 v2,1,2 GiB,10 GiB,$0.036/hour,– –Blank,– –Blank,$0.0076/hour,,No,,2.4,General,,,,,,
A2 v2,2,4 GiB,20 GiB,$0.076/hour,– –Blank,– –Blank,$0.0160/hour,,No,,2.4,General,,,,,,
A2m v2,2,16 GiB,20 GiB,$0.099/hour,– –Blank,– –Blank,$0.0208/hour,,No,,2.4,General,,,,,,
A4 v2,4,8 GiB,40 GiB,$0.159/hour,– –Blank,– –Blank,$0.0334/hour,,No,,2.4,General,,,,,,
A4m v2,4,32 GiB,40 GiB,$0.208/hour,– –Blank,– –Blank,$0.0437/hour,,No,,2.4,General,,,,,,
A8 v2,8,16 GiB,80 GiB,$0.333/hour,– –Blank,– –Blank,$0.0700/hour,,No,,2.4,General,,,,,,
A8m v2,8,64 GiB,80 GiB,$0.437/hour,– –Blank,– –Blank,$0.0918/hour,,No,,2.4,General,,,,,,
D2d v5,2,8 GiB,75 GiB,$0.0565/hour,– –Blank,– –Blank,$0.0226/hour,,No,3.5,3.5,General,,,,,,
D4d v5,4,16 GiB,150 GiB,$0.113/hour,– –Blank,– –Blank,$0.0452/hour,,No,3.5,3.5,General,,,,,,
D8d v5,8,32 GiB,300 GiB,$0.226/hour,– –Blank,– –Blank,$0.0904/hour,,No,3.5,3.5,General,,,,,,
D16d v5,16,64 GiB,600 GiB,$0.452/hour,– –Blank,– –Blank,$0.1808/hour,,No,3.5,3.5,General,,,,,,
D32d v5,32,128 GiB,"1,200 GiB",$0.904/hour,– –Blank,– –Blank,$0.3616/hour,,No,3.5,3.5,General,,,,,,
D48d v5,48,192 GiB,"1,800 GiB",$1.356/hour,– –Blank,– –Blank,$0.5424/hour,,No,3.5,3.5,General,,,,,,
D64d v5,64,256 GiB,"2,400 GiB",$1.808/hour,– –Blank,– –Blank,$0.7232/hour,,No,3.5,3.5,General,,,,,,
D96d v5,96,384 GiB,"2,400 GiB",$2.712/hour,– –Blank,– –Blank,$1.0848/hour,,No,3.5,3.5,General,,,,,,
D2ds v5,2,8 GiB,75 GiB,$0.0565/hour,– –Blank,– –Blank,$0.0226/hour,,Yes,3.5,3.5,General,,,,,,
D4ds v5,4,16 GiB,150 GiB,$0.113/hour,– –Blank,– –Blank,$0.0452/hour,,Yes,3.5,3.5,General,,,,,,
D8ds v5,8,32 GiB,300 GiB,$0.226/hour,– –Blank,– –Blank,$0.0904/hour,,Yes,3.5,3.5,General,,,,,,
D16ds v5,16,64 GiB,600 GiB,$0.452/hour,– –Blank,– –Blank,$0.1808/hour,,Yes,3.5,3.5,General,,,,,,
D32ds v5,32,128 GiB,"1,200 GiB",$0.904/hour,– –Blank,– –Blank,$0.3616/hour,,Yes,3.5,3.5,General,,,,,,
D48ds v5,48,192 GiB,"1,800 GiB",$1.356/hour,– –Blank,– –Blank,$0.5424/hour,,Yes,3.5,3.5,General,,,,,,
D64ds v5,64,256 GiB,"2,400 GiB",$1.808/hour,– –Blank,– –Blank,$0.7232/hour,,Yes,3.5,3.5,General,,,,,,
D96ds v5,96,384 GiB,"2,400 GiB",$2.712/hour,– –Blank,– –Blank,$1.0848/hour,,Yes,3.5,3.5,General,,,,,,
D2 v5,2,8 GiB,N/A,$0.048/hour,– –Blank,– –Blank,$0.0192/hour,,No,3.5,3.5,General,,,,,,
D4 v5,4,16 GiB,N/A,$0.096/hour,– –Blank,– –Blank,$0.0384/hour,,No,3.5,3.5,General,,,,,,
D8 v5,8,32 GiB,N/A,$0.192/hour,– –Blank,– –Blank,$0.0768/hour,,No,3.5,3.5,General,,,,,,
D16 v5,16,64 GiB,N/A,$0.384/hour,– –Blank,– –Blank,$0.1536/hour,,No,3.5,3.5,General,,,,,,
D32 v5,32,128 GiB,N/A,$0.768/hour,– –Blank,– –Blank,$0.3072/hour,,No,3.5,3.5,General,,,,,,
D48 v5,48,192 GiB,N/A,$1.152/hour,– –Blank,– –Blank,$0.4608/hour,,No,3.5,3.5,General,,,,,,
D64 v5,64,256 GiB,N/A,$1.536/hour,– –Blank,– –Blank,$0.6144/hour,,No,3.5,3.5,General,,,,,,
D96 v5,96,384 GiB,N/A,$2.304/hour,– –Blank,– –Blank,$0.9216/hour,,No,3.5,3.5,General,,,,,,
D2s v5,2,8 GiB,N/A,$0.048/hour,– –Blank,– –Blank,$0.0192/hour,,Yes,3.5,3.5,General,,,,,,
D4s v5,4,16 GiB,N/A,$0.096/hour,– –Blank,– –Blank,$0.0384/hour,,Yes,3.5,3.5,General,,,,,,
D8s v5,8,32 GiB,N/A,$0.192/hour,– –Blank,– –Blank,$0.0768/hour,,Yes,3.5,3.5,General,,,,,,
D16s v5,16,64 GiB,N/A,$0.384/hour,– –Blank,– –Blank,$0.1536/hour,,Yes,3.5,3.5,General,,,,,,
D32s v5,32,128 GiB,N/A,$0.768/hour,– –Blank,– –Blank,$0.3072/hour,,Yes,3.5,3.5,General,,,,,,
D48s v5,48,192 GiB,N/A,$1.152/hour,– –Blank,– –Blank,$0.4608/hour,,Yes,3.5,3.5,General,,,,,,
D64s v5,64,256 GiB,N/A,$1.536/hour,– –Blank,– –Blank,$0.6144/hour,,Yes,3.5,3.5,General,,,,,,
D96s v5,96,384 GiB,N/A,$2.304/hour,– –Blank,– –Blank,$0.9216/hour,,Yes,3.5,3.5,General,,,,,,
D2d v4,2,8 GiB,75 GiB,$0.113/hour,$0.0667/hour,$0.0430/hour,$0.0362/hour,,No,2.5,3.4,General,,,,,,
D4d v4,4,16 GiB,150 GiB,$0.226/hour,$0.1334/hour,$0.0859/hour,$0.0724/hour,,No,2.5,3.4,General,,,,,,
D8d v4,8,32 GiB,300 GiB,$0.452/hour,$0.2667/hour,$0.1718/hour,$0.1448/hour,,No,2.5,3.4,General,,,,,,
D16d v4,16,64 GiB,600 GiB,$0.904/hour,$0.5334/hour,$0.3436/hour,$0.2896/hour,,No,2.5,3.4,General,,,,,,
D32d v4,32,128 GiB,"1,200 GiB",$1.808/hour,$1.0667/hour,$0.6871/hour,$0.5792/hour,,No,2.5,3.4,General,,,,,,
D48d v4,48,192 GiB,"1,800 GiB",$2.712/hour,$1.6002/hour,$1.0306/hour,$0.8687/hour,,No,2.5,3.4,General,,,,,,
D64d v4,64,256 GiB,"2,400 GiB",$3.616/hour,$2.1335/hour,$1.3741/hour,$1.1583/hour,,No,2.5,3.4,General,,,,,,
D2ds v4,2,8 GiB,75 GiB,$0.113/hour,$0.0667/hour,$0.0430/hour,$0.0362/hour,,Yes,2.5,3.4,General,,,,,,
D4ds v4,4,16 GiB,150 GiB,$0.226/hour,$0.1334/hour,$0.0859/hour,$0.0724/hour,,Yes,2.5,3.4,General,,,,,,
D8ds v4,8,32 GiB,300 GiB,$0.452/hour,$0.2667/hour,$0.1718/hour,$0.1448/hour,,Yes,2.5,3.4,General,,,,,,
D16ds v4,16,64 GiB,600 GiB,$0.904/hour,$0.5334/hour,$0.3436/hour,$0.2896/hour,,Yes,2.5,3.4,General,,,,,,
D32ds v4,32,128 GiB,"1,200 GiB",$1.808/hour,$1.0667/hour,$0.6871/hour,$0.5792/hour,,Yes,2.5,3.4,General,,,,,,
D48ds v4,48,192 GiB,"1,800 GiB",$2.712/hour,$1.6002/hour,$1.0306/hour,$0.8687/hour,,Yes,2.5,3.4,General,,,,,,
D64ds v4,64,256 GiB,"2,400 GiB",$3.616/hour,$2.1335/hour,$1.3741/hour,$1.1583/hour,,Yes,2.5,3.4,General,,,,,,
D2 v4,2,8 GiB,N/A,$0.096/hour,$0.0567/hour,$0.0365/hour,$0.0179/hour,,No,2.5,3.4,General,,,,,,
D4 v4,4,16 GiB,N/A,$0.192/hour,$0.1133/hour,$0.0730/hour,$0.0357/hour,,No,2.5,3.4,General,,,,,,
D8 v4,8,32 GiB,N/A,$0.384/hour,$0.2266/hour,$0.1460/hour,$0.0714/hour,,No,2.5,3.4,General,,,,,,
D16 v4,16,64 GiB,N/A,$0.768/hour,$0.4531/hour,$0.2919/hour,$0.1427/hour,,No,2.5,3.4,General,,,,,,
D32 v4,32,128 GiB,N/A,$1.536/hour,$0.9063/hour,$0.5837/hour,$0.2854/hour,,No,2.5,3.4,General,,,,,,
D48 v4,48,192 GiB,N/A,$2.304/hour,$1.3594/hour,$0.8756/hour,$0.4281/hour,,No,2.5,3.4,General,,,,,,
D64 v4,64,256 GiB,N/A,$3.072/hour,$1.8125/hour,$1.1674/hour,$0.5708/hour,,No,2.5,3.4,General,,,,,,
D2s v4,2,8 GiB,N/A,$0.096/hour,$0.0567/hour,$0.0365/hour,$0.0179/hour,,Yes,2.5,3.4,General,,,,,,
D4s v4,4,16 GiB,N/A,$0.192/hour,$0.1133/hour,$0.0730/hour,$0.0357/hour,,Yes,2.5,3.4,General,,,,,,
D8s v4,8,32 GiB,N/A,$0.384/hour,$0.2266/hour,$0.1460/hour,$0.0714/hour,,Yes,2.5,3.4,General,,,,,,
D16s v4,16,64 GiB,N/A,$0.768/hour,$0.4531/hour,$0.2919/hour,$0.1427/hour,,Yes,2.5,3.4,General,,,,,,
D32s v4,32,128 GiB,N/A,$1.536/hour,$0.9063/hour,$0.5837/hour,$0.2854/hour,,Yes,2.5,3.4,General,,,,,,
D48s v4,48,192 GiB,N/A,$2.304/hour,$1.3594/hour,$0.8756/hour,$0.4281/hour,,Yes,2.5,3.4,General,,,,,,
D64s v4,64,256 GiB,N/A,$3.072/hour,$1.8125/hour,$1.1674/hour,$0.5708/hour,,Yes,2.5,3.4,General,,,,,,
D2 v3,2,8 GiB,50 GiB,$0.096/hour,$0.0572/hour,$0.0369/hour,$0.0497/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D4 v3,4,16 GiB,100 GiB,$0.192/hour,$0.1145/hour,$0.0738/hour,$0.0993/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D8 v3,8,32 GiB,200 GiB,$0.384/hour,$0.229/hour,$0.1474/hour,$0.1986/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D16 v3,16,64 GiB,400 GiB,$0.768/hour,$0.4580/hour,$0.2948/hour,$0.3971/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D32 v3,32,128 GiB,800 GiB,$1.536/hour,$0.9160/hour,$0.5896/hour,$0.7942/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D48 v3,48,192 GiB,"1,200 GiB",$2.304/hour,$1.3286/hour,$0.864/hour,$1.1912/hour,,No,2.1,2.1,General,,,,,,
,,,,,~42% savings,~63% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D64 v3,64,256 GiB,"1,600 GiB",$3.072/hour,$1.8320/hour,$1.1792/hour,$1.5883/hour,,No,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,No,2.1,2.1,General,,,,,,
D2s v3,2,8 GiB,16 GiB,$0.096/hour,$0.0572/hour,$0.0369/hour,$0.0497/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D4s v3,4,16 GiB,32 GiB,$0.192/hour,$0.1145/hour,$0.0738/hour,$0.0993/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D8s v3,8,32 GiB,64 GiB,$0.384/hour,$0.229/hour,$0.1474/hour,$0.1986/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D16s v3,16,64 GiB,128 GiB,$0.768/hour,$0.4580/hour,$0.2948/hour,$0.3971/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D32s v3,32,128 GiB,256 GiB,$1.536/hour,$0.9160/hour,$0.5896/hour,$0.7942/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D48s v3,48,192 GiB,384 GiB,$2.304/hour,$1.3286/hour,$0.864/hour,$1.1912/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~42% savings,~63% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D64s v3,64,256 GiB,512 GiB,$3.072/hour,$1.8320/hour,$1.1792/hour,$1.5883/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~40% savings,~62% savings,~48% savings,,Yes,2.1,2.1,General,,,,,,
D1 v2,1,3.5 GiB,50 GiB,$0.057/hour,$0.0309/hour,$0.0203/hour,$0.0220/hour,,No,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,No,2.1,2.1,General,,,,,,
D2 v2,2,7 GiB,100 GiB,$0.114/hour,$0.0618/hour,$0.0405/hour,$0.0439/hour,,No,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,No,2.1,2.1,General,,,,,,
D3 v2,4,14 GiB,200 GiB,$0.229/hour,$0.1236/hour,$0.0809/hour,$0.0881/hour,,No,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,No,2.1,2.1,General,,,,,,
D4 v2,8,28 GiB,400 GiB,$0.458/hour,$0.2480/hour,$0.1608/hour,$0.1762/hour,,No,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,No,2.1,2.1,General,,,,,,
D5 v2,16,56 GiB,800 GiB,$0.916/hour,$0.4959/hour,$0.3215/hour,$0.3523/hour,,No,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,No,2.1,2.1,General,,,,,,
DS1 v2,1,3.5 GiB,7 GiB,$0.057/hour,$0.0309/hour,$0.0203/hour,$0.0220/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,Yes,2.1,2.1,General,,,,,,
DS2 v2,2,7 GiB,14 GiB,$0.114/hour,$0.0618/hour,$0.0405/hour,$0.0439/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,Yes,2.1,2.1,General,,,,,,
DS3 v2,4,14 GiB,28 GiB,$0.229/hour,$0.1236/hour,$0.0809/hour,$0.0881/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,Yes,2.1,2.1,General,,,,,,
DS4 v2,8,28 GiB,56 GiB,$0.458/hour,$0.2480/hour,$0.1608/hour,$0.1762/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,Yes,2.1,2.1,General,,,,,,
DS5 v2,16,56 GiB,112 GiB,$0.916/hour,$0.4959/hour,$0.3215/hour,$0.3523/hour,,Yes,2.1,2.1,General,,,,,,
,,,,,~46% savings,~65% savings,~62% savings,,Yes,2.1,2.1,General,,,,,,
DC1s v2,1,4 GiB,50 GiB,$0.125/hour,$0.0997/hour,$0.0748/hour,$0.0179/hour,,No,3.7,5,General,,,,,,
,,,,,~20% savings,~40% savings,~86% savings,,No,3.7,5,General,,,,,,
DC2s v2,2,8 GiB,100 GiB,$0.249/hour,$0.1994/hour,$0.1496/hour,$0.0357/hour,,No,3.7,5,General,,,,,,
,,,,,~20% savings,~40% savings,~86% savings,,No,3.7,5,General,,,,,,
DC4s v2,4,16 GiB,200 GiB,$0.498/hour,$0.3988/hour,$0.2991/hour,$0.0713/hour,,No,3.7,5,General,,,,,,
,,,,,~20% savings,~40% savings,~86% savings,,No,3.7,5,General,,,,,,
DC8 v2,8,32 GiB,400 GiB,$0.997/hour,$0.7975/hour,$0.5981/hour,$0.1427/hour,,No,3.7,5,General,,,,,,
,,,,,~20% savings,~40% savings,~86% savings,,No,3.7,5,General,,,,,,
F2s v2,2,4 GiB,16 GiB,$0.0846/hour,$0.05/hour,$0.0311/hour,$0.0259/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F4s v2,4,8 GiB,32 GiB,$0.169/hour,$0.10/hour,$0.0620/hour,$0.0517/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F8s v2,8,16 GiB,64 GiB,$0.338/hour,$0.1999/hour,$0.1241/hour,$0.1033/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F16s v2,16,32 GiB,128 GiB,$0.677/hour,$0.3999/hour,$0.2481/hour,$0.2068/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F32s v2,32,64 GiB,256 GiB,$1.353/hour,$0.7998/hour,$0.4961/hour,$0.4133/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F48s v2,48,96 GiB,384 GiB,$2.03/hour,$1.2084/hour,$0.7361/hour,$0.6200/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~40% savings,~64% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F64s v2,64,128 GiB,512 GiB,$2.706/hour,$1.5996/hour,$0.9921/hour,$0.8265/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F72s v2,72,144 GiB,576 GiB,$3.045/hour,$1.7996/hour,$1.1161/hour,$0.9300/hour,,Yes,2.6,2.6,Compute,,,,,,
,,,,,~41% savings,~63% savings,~69% savings,,Yes,2.6,2.6,Compute,,,,,,
F1,1,2 GiB,16 GiB,$0.0497/hour,$0.0310/hour,$0.0195/hour,$0.0215/hour,,No,2.1,2.1,Compute,,,,,,
,,,,,~38% savings,~61% savings,~57% savings,,No,2.1,2.1,Compute,,,,,,
F2,2,4 GiB,32 GiB,$0.099/hour,$0.0619/hour,$0.0389/hour,$0.0427/hour,,No,2.1,2.1,Compute,,,,,,
,,,,,~38% savings,~61% savings,~57% savings,,No,2.1,2.1,Compute,,,,,,
F4,4,8 GiB,64 GiB,$0.199/hour,$0.1248/hour,$0.0787/hour,$0.0859/hour,,No,2.1,2.1,Compute,,,,,,
,,,,,~37% savings,~60% savings,~57% savings,,No,2.1,2.1,Compute,,,,,,
F8,8,16 GiB,128 GiB,$0.398/hour,$0.2478/hour,$0.1573/hour,$0.1717/hour,,No,2.1,2.1,Compute,,,,,,
,,,,,~38% savings,~60% savings,~57% savings,,No,2.1,2.1,Compute,,,,,,
F16,16,32 GiB,256 GiB,$0.796/hour,$0.4966/hour,$0.3145/hour,$0.3433/hour,,No,2.1,2.1,Compute,,,,,,
,,,,,~38% savings,~60% savings,~57% savings,,No,2.1,2.1,Compute,,,,,,
